Species Name,year_first_described,first_paper
Multilamina teevani,2013,"Becnel JJ, Scheffrahn RH, Vossbrinck C, Bahder B. Multilamina teevani gen. et sp. nov., a microsporidian pathogen of the neotropical termite Uncitermes teevani. Journal of Invertebrate Pathology. 2013;114:100–5."
Nosema chrysoperlae,2013,"Bjørnson S, Steele T, Hu Q, Ellis B, Saito T. Ultrastructure and molecular characterization of the microsporidium, Nosema chrysoperlae sp. nov., from the green lacewing, Chrysoperla carnea (Stephens) (Neuroptera: Chrysopidae) used for biological pest control. Journal of Invertebrate Pathology. 2013;114:53–60."
Nosema sp. HA,2013,"Guan R, Shen Z, Zhu F, Chen D, Zhang J, Hou J, et al. Phylogenetic characterization of a microsporidium (Nosema sp.) isolated from the mulberry pest, Hemerophila atrilineata. Folia Parasitologica. 2013;59:87–92."
Orthosomella lipae,2013,"Ovcharenko M, Świątek P, Ironside J, Skalski T. Orthosomella lipae sp. n. (Microsporidia) a parasite of the weevil, Liophloeus lentus Germar, 1824 (Coleoptera: Curculionidae). Journal of Invertebrate Pathology. Elsevier; 2013;112:33–40."
Takaokaspora nipponicus,2013,"Andreadis TG, Takaoka H, Otsuka Y, Vossbrinck CR. Morphological and molecular characterization of a microsporidian parasite, Takaokaspora nipponicus n. gen., n. sp. from the invasive rock pool mosquito, Ochlerotatus japonicus japonicus. Journal of Invertebrate Pathology. Elsevier; 2013;114:161–72."
Triwangia caridinae,2013,"Wang T-C, Nai Y-S, Wang C-Y, Solter LF, Hsu H-C, Wang C-H, et al. A new microsporidium, Triwangia caridinae gen. nov., sp. nov. parasitizing fresh water shrimp, Caridina formosae (Decapoda: Atyidae) in Taiwan. Journal of Invertebrate Pathology. Elsevier; 2013;112:281–93."
Tubulinosema loxostegi,2013,"Malysh JM, Tokarev YS, Sitnicova NV, Martemyanov VV, Frolov AN, Issi IV. Tubulinosema loxostegi sp. n. (Microsporidia: Tubulinosematidae) from the Beet Webworm Loxostege sticticalis L. (Lepidoptera: Crambidae) in Western Siberia. Acta Protozoologica [Internet]. [unknown2]; 2013 [cited 2020 May 7];52. Available from: http://yadda.icm.edu.pl/yadda/element/bwmeta1.element.ojs-issn-1689-0027-year-2013-volume-52-issue-4-article-4087"
Zelenkaia trichopterae,2013,"Hyliš M, Oborník M, Nebesářová J, Vávra J. Description and phylogeny of Zelenkaia trichopterae gen. et sp. nov. (Microsporidia), an aquatic microsporidian parasite of caddisflies (Trichoptera) forming spore doublets. Journal of Invertebrate Pathology. 2013;114:11–21."
Ameson metacarcini,2014,"Small HJ, Meyer GR, Stentiford GD, Dunham JS, Bateman K, Shields JD. Ameson metacarcini sp. nov. (Microsporidia) infecting the muscles of Dungeness crabs Metacarcinus magister from British Columbia, Canada. Diseases of Aquatic Organisms. 2014;110:213–25."
Areospora rohanae,2014,"Stentiford GD, Bateman KS, Feist SW, Oyarzún S, Uribe JC, Palacios M, et al. Areospora rohanae n.gen. n.sp. (Microsporidia; Areosporiidae n. fam.) elicits multi-nucleate giant-cell formation in southern king crab (Lithodes santolla). Journal of Invertebrate Pathology. 2014;118:1–11."
Dictyocoela diporeiae,2014,"Winters AD, Faisal M. Molecular and ultrastructural characterization of Dictyocoela diporeiae n. sp. (Microsporidia), a parasite of Diporeia spp. (Amphipoda, Gammaridea). Parasite [Internet]. 2014 [cited 2020 May 12];21. Available from: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4059264/"
Enterospora nucleophila,2014,"Palenzuela O, Redondo MJ, Cali A, Takvorian PM, Alonso-Naveiro M, Alvarez-Pellitero P, et al. A new intranuclear microsporidium, Enterospora nucleophila n. sp., causing an emaciative syndrome in a piscine host (Sparus aurata), prompts the redescription of the family Enterocytozoonidae. International Journal for Parasitology. Elsevier; 2014;44:189–203."
Glugea pagri,2014,"Su Y, Feng J, Sun X, Jiang J, Guo Z, Ye L, et al. A new species of Glugea Thélohan, 1891 in the red sea bream Pagrus major (Temminck & Schlegel) (Teleostei: Sparidae) from China. Syst Parasitol. 2014;89:175–83."
Metchnikovella spiralis,2014,"SOKOLOVA YY, PASKEROVA GG, ROTARI YM, NASSONOVA ES, SMIRNOV AV. Description of Metchnikovella spiralis sp. n. (Microsporidia: Metchnikovellidae), with notes on the ultrastructure of metchnikovellids. Parasitology. Cambridge University Press; 2014;141:1108–22."
Nosema adaliae,2014,"Steele T, Bjørnson S. Nosema adaliae sp. nov., a new microsporidian pathogen from the two-spotted lady beetle, Adalia bipunctata L. (Coleoptera: Coccinellidae) and its relationship to microsporidia that infect other coccinellids. Journal of Invertebrate Pathology. Elsevier; 2014;115:108–15."
Nosema pieriae,2014,"Yaman M, Beki̇rcan Ç, Radek R, Linde A. Nosema pieriae sp. n. (Microsporida, Nosematidae): A New Microsporidian Pathogen of the Cabbage Butterfly Pieris brassicae L. (Lepidoptera: Pieridae). Acta Protozoologica [Internet]. [unknown2]; 2014 [cited 2020 May 12];53. Available from: http://yadda.icm.edu.pl/yadda/element/bwmeta1.element.ojs-issn-1689-0027-year-2014-volume-53-issue-2-article-4164"
Nosema podocotyloidis,2014,"Toguebaye BS, Quilichini Y, Diagne PM, Marchand B. Ultrastructure and development of Nosema podocotyloidis n. sp. (Microsporidia), a hyperparasite of Podocotyloides magnatestis (Trematoda), a parasite of Parapristipoma octolineatum (Teleostei). Parasite [Internet]. 2014 [cited 2020 May 12];21. Available from: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4150386/"
Nosema sp. CmM2,2014,"Huang X, Qi G, Pan Z, Zhu F, Huang Y, Wu Y. Identification of a microsporidian isolate from Cnaphalocrocis Medinalis and its pathogenicity to Bombyx mori. Journal of Basic Microbiology. Wiley; 2014;54:1166–74."
Nosema sp. MC,2014,"Xing D, Li L, Liao S, Luo G, Li Q, Xiao Y, et al. Identification of a microspordium isolated from Megacopta cribraria (Hemiptera: Plataspidae) and characterization of its pathogenicity in silkworms. Antonie van Leeuwenhoek. 2014;106:1061–9."
Nucleophaga amoebae,2014,original discovery: Dangeard P-A (1895) Mémoire sur les parasites du noyau et du
Paramicrosporidium saccamoebae,2014,"Corsaro, Daniele, Julia Walochnik, Danielle Venditti, Jörg Steinmann, Karl-Dieter Müller, and Rolf Michel. “Microsporidia-like Parasites of Amoebae Belong to the Early Fungal Lineage Rozellomycota.” Parasitology Research 113, no. 5 (May 2014): 1909–18. https://doi.org/10.1007/s00436-014-3838-4."
Paramicrosporidium vannellae,2014,"Corsaro, Daniele, Julia Walochnik, Danielle Venditti, Jörg Steinmann, Karl-Dieter Müller, and Rolf Michel. “Microsporidia-like Parasites of Amoebae Belong to the Early Fungal Lineage Rozellomycota.” Parasitology Research 113, no. 5 (May 2014): 1909–18. https://doi.org/10.1007/s00436-014-3838-4."
Vairimorpha necatrix BM,2014,"Luo B, Liu H, Pan G, Li T, Li Z, Dang X, et al. Morphological and molecular studies of Vairimorpha necatrix BM, a new strain of the microsporidium V. necatrix (microsporidia, burenellidae) recorded in the silkworm, Bombyx mori. Experimental Parasitology. Elsevier; 2014;143:74–82."
Acarispora falculifera,2015,"Radek R, Kariton M, Dabert J, Alberti G. Ultrastructural characterization of Acarispora falculifera n.gen., n.sp., a new microsporidium (Opisthokonta: Chytridiopsida) from the feather mite Falculifer rostratus (Astigmata: Pterolichoidea). Acta Parasit. 2015;60:200–10."
Cucumispora ornata,2015,"Bojko J, Dunn AM, Stebbing PD, Ross SH, Kerr RC, Stentiford GD. Cucumispora ornata n. sp. (Fungi: Microsporidia) infecting invasive ‘demon shrimp’ (Dikerogammarus haemobaphes) in the United Kingdom. Journal of Invertebrate Pathology. 2015;128:22–30."
Endoreticulatus poecilimonae,2015,"Pilarska DK, Radek R, Huang W-F, Takov DI, Linde A, Solter LF. Review of the genus Endoreticulatus (Microsporidia, Encephalitozoonidae) with description of a new species isolated from the grasshopper Poecilimon thoracicus (Orthoptera: Tettigoniidae) and transfer of Microsporidium itiiti Malone to the genus. Journal of Invertebrate Pathology. 2015;124:23–30."
Glugea jazanensis,2015,"Abdel-Baki A-AS, Tamihi AF, Al-Qahtani HA, Al-Quraishy S, Mansour L. Glugea jazanensis sp. nov. infecting Lutjanus bohar in the Red Sea: ultrastructure and phylogeny. Diseases of Aquatic Organisms. 2015;116:185–90."
Glugea nagelia,2015,"Abdel-Baki A-AS, Al-Quraishy S, Rocha S, Dkhil MA, Casal G, Azevedo C. Ultrastructure and phylogeny of Glugea nagelia sp. n. (Microsporidia: Glugeidae), infecting the intestinal wall of the yellowfin hind, Cephalopholis hemistiktos (Actinopterygii: Serranidae), from the Red Sea. Folia Parasitologica. 2015;62:7–7."
Heterosporis sutherlandae,2015,"Phelps NBD, Mor SK, Armién AG, Pelican KM, Goyal SM. Description of the Microsporidian Parasite, Heterosporis sutherlandae n. sp., Infecting Fish in the Great Lakes Region, USA. PLoS One [Internet]. 2015 [cited 2020 May 14];10. Available from: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4526549/"
Lotmaria passim,2015,"Schwarz RS, Bauchan GR, Murphy CA, Ravoet J, Graaf DC de, Evans JD. Characterization of Two Species of Trypanosomatidae from the Honey Bee Apis mellifera: Crithidia mellificae Langridge and McGhee, and Lotmaria passim n. gen., n. sp. Journal of Eukaryotic Microbiology. 2015;62:567–83."
Microgemma tilanpasiri,2015,"M. A. Freeman, W. W. Chong, K. H. Loh. Microsporidians infecting eel gobies (Gobiidae: Amblyopinae) from Malaysia, with a description of Microgemma tilanpasiri n. sp. from the burrowing goby Trypauchen vagina. Bull Eur Ass Fish Pathol. 2015;35:112–9."
Myrmecomorba nylanderiae,2015,"Plowes RM, Becnel JJ, LeBrun EG, Oi DH, Valles SM, Jones NT, et al. Myrmecomorba nylanderiae gen. et sp. nov., a microsporidian parasite of the tawny crazy ant Nylanderia fulva. Journal of Invertebrate Pathology. 2015;129:45–56."
Nosema pernyi,2015,"Wang Y, Liu W, Jiang Y, Huang L, Irfan M, Shi S, et al. Morphological and molecular characterization of Nosema pernyi, a microsporidian parasite in Antheraea pernyi. Parasitol Res. 2015;114:3327–36. 2. Su GM, Ding J, Wen JZ (1992) Study on the pebrine pathogens in"
Nosema sp. HR,2015,"Liu H, Ding S, Qin Q, Tang J, Liu L, Peng H. Morphological and phylogenetic analysis of Nosema sp. HR (Microsporidia, Nosematidae): a new microsporidian pathogen of Histia rhodope Cramer (Lepidoptera, Zygaenidae). Parasitol Res. 2015;114:983–8."
Paradoxium irvingi,2015,"Stentiford GD, Ross SH, Kerr R, Bass D, Bateman KS. Paradoxium irvingi n.gen. n.sp. (Microsporidia) infecting the musculature of European pink shrimp Pandalus montagui. Journal of Invertebrate Pathology. 2015;130:1–8."
Potaspora aequidens,2015,"Videira M, Casal G, Rocha S, Gonçalves E, Azevedo C, Velasco M, et al. Potaspora aequidens n. sp. (Microsporidia, Tetramicridae), a parasite infecting the freshwater fish Aequidens plagiozonatus (Teleostei, Cichlidae) from Brazil. Parasitol Res. 2015;114:2435–42."
Tubulinosema pampeana,2015,"Plischuk S, Sanscrainte ND, Becnel JJ, Estep AS, Lange CE. Tubulinosema pampeana sp. n. (Microsporidia, Tubulinosematidae), a pathogen of the South American bumble bee Bombus atratus. Journal of Invertebrate Pathology. 2015;126:31–42."
Agglomerata cladocera (siberian isolate),2016,"Sokolova YY, Senderskiy IV, Tokarev YS. Microsporidia Alfvenia sibirica sp. n. and Agglomerata cladocera (Pfeiffer) 1895, from Siberian microcrustaceans and phylogenetic relationships within the “Aquatic outgroup” lineage of fresh water microsporidia. Journal of Invertebrate Pathology. 2016;136:81–91."
Alfvenia sibirica,2016,"Sokolova YY, Senderskiy IV, Tokarev YS. Microsporidia Alfvenia sibirica sp. n. and Agglomerata cladocera (Pfeiffer) 1895, from Siberian microcrustaceans and phylogenetic relationships within the “Aquatic outgroup” lineage of fresh water microsporidia. Journal of Invertebrate Pathology. 2016;136:81–91."
Encephalitozoon pogonae,2016,"Sokolova YY, Sakaguchi K, Paulsen DB. Establishing a New Species Encephalitozoon pogonae for the Microsporidian Parasite of Inland Bearded Dragon Pogona vitticeps Ahl 1927 (Reptilia, Squamata, Agamidae). Journal of Eukaryotic Microbiology. Wiley; 2016;63:524–35"
Enteropsectra breve,2016,"Zhang G, Sachse M, Prevost M-C, Luallen RJ, Troemel ER, Félix M-A. A Large Collection of Novel Nematode-Infecting Microsporidia and Their Diverse Interactions with Caenorhabditis elegans and Other Related Nematodes. PLOS Pathogens. Public Library of Science; 2016;12:e1006093."
Enteropsectra longa,2016,"Zhang G, Sachse M, Prevost M-C, Luallen RJ, Troemel ER, Félix M-A. A Large Collection of Novel Nematode-Infecting Microsporidia and Their Diverse Interactions with Caenorhabditis elegans and Other Related Nematodes. PLOS Pathogens. Public Library of Science; 2016;12:e1006093."
Globulispora mitoportans,2016,"Vávra J, Hyliš M, Fiala I, Nebesářová J. Globulispora mitoportans n. g., n. sp., (Opisthosporidia: Microsporidia) a microsporidian parasite of daphnids with unusual spore organization and prominent mitosome-like vesicles. Journal of Invertebrate Pathology. 2016;135:43–52."
Glugea arabica,2016,"Azevedo C, Abdel-Baki A-AS, Rocha S, Al-Quraishy S, Casal G. Ultrastructure and phylogeny of Glugea arabica n. sp. (Microsporidia), infecting the marine fish Epinephelus polyphekadion from the Red Sea. European Journal of Protistology. 2016;52:11–21."
Glugea serranus,2016,"Casal G, Rocha S, Costa G, Al-Quraishy S, Azevedo C. Ultrastructural and molecular characterization of Glugea serranus n. sp., a microsporidian infecting the blacktail comber, Serranus atricauda (Teleostei: Serranidae), in the Madeira Archipelago (Portugal). Parasitol Res. 2016;115:3963–72."
Kudoa islandica,2016,"Alarcón M, Thoen E, Poppe TT, Bornø G, Mohammad SN, Hansen H. Co‐infection of Nucleospora cyclopteri (Microsporidia) and Kudoa islandica (Myxozoa) in farmed lumpfish, Cyclopterus lumpus L., in Norway: a case report. Journal of Fish Diseases. Wiley; 2016;39:411–8."
Lanatospora costata,2016,"Jiří VÁVRA, Miroslav HYLIŠ, Ivan FIALA, Dominik REFARDT. J. I. Ronny LARSSON. Microsporidia in a Woodland Pool I. Lanatospora costata sp. n. (Opisthosporidia, Microsporidia), Parasite of Megacyclops viridis (Crustacea, Copepoda): Fine Structure and Molecular Phylogeny. Acta Protozool. 55:269–80."
Microsporidium sp. 25,2016,"Holuša J, Lukášová K, Žižka Z, Händel U, Haidler B, Wegensteiner R. Occurrence of Microsporidium sp. and other pathogens in Ips amitinus (Coleoptera: Curculionidae). Acta Parasit. 2016;61:621–8."
Nematocida ausubeli,2016,"Zhang G, Sachse M, Prevost M-C, Luallen RJ, Troemel ER, Félix M-A. A Large Collection of Novel Nematode-Infecting Microsporidia and Their Diverse Interactions with Caenorhabditis elegans and Other Related Nematodes. PLOS Pathogens. Public Library of Science; 2016;12:e1006093."
Nematocida ciargi,2016,"Zhang G, Sachse M, Prevost M-C, Luallen RJ, Troemel ER, Félix M-A. A Large Collection of Novel Nematode-Infecting Microsporidia and Their Diverse Interactions with Caenorhabditis elegans and Other Related Nematodes. PLOS Pathogens. Public Library of Science; 2016;12:e1006093."
Nematocida displodere,2016,"Luallen RJ, Reinke AW, Tong L, Botts MR, Félix M-A, Troemel ER. Discovery of a Natural Microsporidian Pathogen with a Broad Tissue Tropism in Caenorhabditis elegans. PLOS Pathogens. Public Library of Science; 2016;12:e1005724."
Nematocida homosporus,2016,"Zhang G, Sachse M, Prevost M-C, Luallen RJ, Troemel ER, Félix M-A. A Large Collection of Novel Nematode-Infecting Microsporidia and Their Diverse Interactions with Caenorhabditis elegans and Other Related Nematodes. PLOS Pathogens. Public Library of Science; 2016;12:e1006093."
Nematocida major,2016,"Zhang G, Sachse M, Prevost M-C, Luallen RJ, Troemel ER, Félix M-A. A Large Collection of Novel Nematode-Infecting Microsporidia and Their Diverse Interactions with Caenorhabditis elegans and Other Related Nematodes. PLOS Pathogens. Public Library of Science; 2016;12:e1006093."
Nematocida minor,2016,"Zhang G, Sachse M, Prevost M-C, Luallen RJ, Troemel ER, Félix M-A. A Large Collection of Novel Nematode-Infecting Microsporidia and Their Diverse Interactions with Caenorhabditis elegans and Other Related Nematodes. PLOS Pathogens. Public Library of Science; 2016;12:e1006093."
Nematocida parisii,2016,"Zhang, G., Sachse, M., Prevost, M.-C., Luallen, R.J., Troemel, E.R., Felix, M.-A., 2016. A Large Collection of Novel Nematode-Infecting Microsporidia and Their Diverse Interactions with Caenorhabditis elegans and Other Related Nematodes. PLoS Pathog 12, e1006093. https://doi.org/10.1371/journal.ppat.1006093"
Nosema fumiferanae (postvittana isolate),2016,"Hopper JV, Huang W-F, Solter LF, Mills NJ. Pathogenicity, morphology, and characterization of a Nosema fumiferanae isolate (Microsporidia: Nosematidae) from the light brown apple moth, Epiphyas postvittana (Lepidoptera: Tortricidae) in California. Journal of Invertebrate Pathology. 2016;134:38–47."
Nucleophaga terricolae,2016,"Corsaro D, Michel R, Walochnik J, Venditti D, Müller K-D, Hauröder B, et al. Molecular identification of Nucleophaga terricolae sp. nov. (Rozellomycota), and new insights on the origin of the Microsporidia. Parasitol Res. 2016;115:3003–11."
Nucleospora cyclopteri,2016,"Freeman MA, Kasper JM, Kristmundsson Á. Nucleospora cyclopteri n. sp., an intranuclear microsporidian infecting wild lumpfish, Cyclopterus lumpus L., in Icelandic waters. Parasit Vectors. 2013;6:49"
Pancytospora epiphaga,2016,"Zhang G, Sachse M, Prevost M-C, Luallen RJ, Troemel ER, Félix M-A. A Large Collection of Novel Nematode-Infecting Microsporidia and Their Diverse Interactions with Caenorhabditis elegans and Other Related Nematodes. PLOS Pathogens. Public Library of Science; 2016;12:e1006093."
Pancytospora philotis,2016,"Zhang G, Sachse M, Prevost M-C, Luallen RJ, Troemel ER, Félix M-A. A Large Collection of Novel Nematode-Infecting Microsporidia and Their Diverse Interactions with Caenorhabditis elegans and Other Related Nematodes. PLOS Pathogens. Public Library of Science; 2016;12:e1006093."
Perezia sp.,2016,"Han JE, Tang KFJ, Pantoja CR, Lightner DV, Redman RM, Le Groumellec M. Detection of a new microsporidium Perezia sp. in shrimps Penaeus monodon and P. indicus by histopathology, in situ hybridization and PCR. Dis Aquat Org. 2016;120:165–71."
Pleistophora beebei,2016,"Graça CASAL, Edilson MATOS, Sónia ROCHA, José SINDEAUX Neto, Saleh, AL-QURAISHY, Carlos AZEVEDO. New microsporidia, Glugea sardinellensis n sp (Microsporea, Glugeida) found in Sardinella aurita Valenciennes, 1847, collected off Tunisian coasts. Acta Protozool. 55:281–90."
Potaspora macrobrachium,2016,"Ding Z, Sun M, Liu H, Zhao Y, Pan J, Xue H. A new microsporidium, Potaspora macrobrachium n.sp. infecting the musculature of pond-reared oriental river prawn Macrobrachium nipponense (Decapoda: Palaemonidae). Journal of Invertebrate Pathology. 2016;136:57–64."
Vairimorpha plodiae,2016,"Yaman M, Pınar Güngör F, Güner BG, Radek R, Linde A. First report and spore ultrastructure of Vairimorpha plodiae (Opisthokonta: Microspora) from Plodia interpunctella (Lepidoptera: Pyralidae) in Turkey. Acta Parasit. 2016;61:228–31."
Berwaldia hypodermica,2017,"Vávra J, Hyliš M, Fiala I, Sacherová V, Vossbrinck CR. Microsporidian genus Berwaldia (Opisthosporidia, Microsporidia), infecting daphnids (Crustacea, Branchiopoda): Biology, structure, molecular phylogeny and description of two new species. European Journal of Protistology. 2017;61:1–12."
Berwaldia nana,2017,"Vávra J, Hyliš M, Fiala I, Sacherová V, Vossbrinck CR. Microsporidian genus Berwaldia (Opisthosporidia, Microsporidia), infecting daphnids (Crustacea, Branchiopoda): Biology, structure, molecular phylogeny and description of two new species. European Journal of Protistology. 2017;61:1–12."
Endoreticulatus sp. from Eilema complana,2017,"Pilarska D, Takov D, Hylis M, Radek R, Fiala I, Solter L, et al. Natural occurrence of microsporidia infecting Lepidoptera in Bulgaria. Acta Parasit. 2017;62:858–69."
Hyperspora aquatica,2017,"STENTIFORD GD, RAMILO A, ABOLLO E, KERR R, BATEMAN KS, FEIST SW, et al. Hyperspora aquatica n.gn., n.sp. (Microsporidia), hyperparasitic in Marteilia cochillia (Paramyxida), is closely related to crustacean-infecting microspordian taxa. Parasitology. Cambridge University Press; 2017;144:186–99."
Microsporidium luciopercae,2017,"Jones SRM, Ahonen HS, Granlund L, Arsiola T, Taskinen J. Two Novel Microsporidia in Skeletal Muscle of Pike-Perch Sander lucioperca and Burbot Lota lota in Finland. J Parasitol. 2017;103:95–102."
Myosporidium spraguei,2017,"Jones SRM, Ahonen HS, Granlund L, Arsiola T, Taskinen J. Two Novel Microsporidia in Skeletal Muscle of Pike-Perch Sander lucioperca and Burbot Lota lota in Finland. J Parasitol. 2017;103:95–102."
Nephridiophaga maderae,2017,"Radek R, Wurzbacher C, Gisder S, Nilsson RH, Owerfeldt A, Genersch E, et al. Morphologic and molecular data help adopting the insect-pathogenic nephridiophagids (Nephridiophagidae) among the early diverging fungal lineages, close to the Chytridiomycota. MycoKeys. Pensoft Publishers; 2017;25:31–50."
Nosema neumanni,2017,"Chemurot M, De Smet L, Brunain M, De Rycke R, de Graaf DC. Nosema neumanni n. sp. (Microsporidia, Nosematidae), a new microsporidian parasite of honeybees, Apis mellifera in Uganda. European Journal of Protistology. 2017;61:13–9."
Nosema sp. CS,2017,"Xing D, Yang Q, Liao S, Han L, Li Q, Zhao C, et al. Morphological and phylogenetic analysis of a microsporidium (Nosema sp.) isolated from rice stem borer, Chilo suppressalis (Walker) (Lepidoptera: Pyralidae). Parasitol Res. 2017;116:2741–6."
Nosema sp. from Operophtera brumata,2017,"Pilarska D, Takov D, Hylis M, Radek R, Fiala I, Solter L, et al. Natural occurrence of microsporidia infecting Lepidoptera in Bulgaria. Acta Parasit. 2017;62:858–69."
Nosema sp. from Orthosia cerasi,2017,"Pilarska D, Takov D, Hylis M, Radek R, Fiala I, Solter L, et al. Natural occurrence of microsporidia infecting Lepidoptera in Bulgaria. Acta Parasit. 2017;62:858–69."
Nosema sp. from Orthosia cruda,2017,"Pilarska D, Takov D, Hylis M, Radek R, Fiala I, Solter L, et al. Natural occurrence of microsporidia infecting Lepidoptera in Bulgaria. Acta Parasit. 2017;62:858–69."
Nosema sp. from Tortrix viridana,2017,"Pilarska D, Takov D, Hylis M, Radek R, Fiala I, Solter L, et al. Natural occurrence of microsporidia infecting Lepidoptera in Bulgaria. Acta Parasit. 2017;62:858–69."
Ovipleistophora diplostomuri,2017,"LOVY J, FRIEND SE. Phylogeny and morphology of Ovipleistophora diplostomuri n. sp. (Microsporidia) with a unique dual-host tropism for bluegill sunfish and the digenean parasite Posthodiplostomum minimum (Strigeatida). Parasitology. Cambridge University Press; 2017;144:1898–911."
Parahepatospora carcini,2017,"Bojko J, Clark F, Bass D, Dunn AM, Stewart-Clark S, Stebbing PD, et al. Parahepatospora carcini n. gen., n. sp., a parasite of invasive Carcinus maenas with intermediate features of sporogony between the Enterocytozoon clade and other microsporidia. Journal of Invertebrate Pathology. 2017;143:124–34."
Parathelohania iranica,2017,"Omrani S-M, Moosavi S-F, Farrokhi E. Parathelohania iranica sp. nov. (Microsporidia: Amblyosporidae) infecting malaria mosquito Anopheles superpictus (Diptera: Culicidae): Ultrastructure and molecular characterization. Journal of Invertebrate Pathology. 2017;146:1–6."
Rugispora istanbulensis,2017,"Bekircan Ç, Bülbül U, Güler Hİ, Becnel JJ. Description and phylogeny of a new microsporidium from the elm leaf beetle, Xanthogaleruca luteola Muller, 1766 (Coleoptera: Chrysomelidae). Parasitol Res. 2017;116:773–80."
Cucumispora roeselii,2017,"Bojko, Jamie, Karolina Bącela-Spychalska, Paul D. Stebbing, Alison M. Dunn, Michał Grabowski, Michał Rachalewski, and Grant D. Stentiford. “Parasites, Pathogens and Commensals in the ‘Low-Impact’ Non-Native Amphipod Host Gammarus Roeselii.” Parasites & Vectors 10, no. 1 (April 20, 2017): 193. https://doi.org/10.1186/s13071-017-2108-6."
Anncaliia azovica,2018,"Tokarev YS, Sokolova YY, Vasilieva AA, Issi IV. Molecular and Morphological Characterization of Anncaliia azovica sp. n. (Microsporidia) Infecting Niphargogammarus intermedius (Crustacea, Amphipoda) from the Azov Sea. Journal of Eukaryotic Microbiology. Wiley; 2018;65:296–307."
Apotaspora heleios,2018,"Sokolova YY, Overstreet RM. A new microsporidium, Apotaspora heleios n. g., n. sp., from the Riverine grass shrimp Palaemonetes paludosus (Decapoda: Caridea: Palaemonidae). Journal of Invertebrate Pathology. 2018;157:125–35."
Conglomerata obtusa,2018,"Vávra J, Fiala I, Krylová P, Petrusek A, Hyliš M. Molecular and structural assessment of microsporidia infecting daphnids: The “obtusa-like” microsporidia, a branch of the monophyletic Agglomeratidae clade, with the establishment of a new genus Conglomerata. Journal of Invertebrate Pathology. 2018;159:95–104."
Fibrillaspora daphniae,2018,"Simakova AV, Tokarev YS, Issi IV. A new microsporidium Fibrillaspora daphniae g. n. sp. n. infecting Daphnia magna (Crustacea: Cladocera) in Siberia and its taxonomic placing within a new family Fibrillasporidae and new superfamily Tubulinosematoidea (Opisthosporidia: Microsporidia). Parasitol Res. 2018;117:759–66."
Loggerhead turtle microsporidium,2018,"Martinson SA, Greenwood SJ, Wadowska D, Martin K. Histopathological, ultrastructural and molecular phylogenetic analysis of a novel microsporidium in a loggerhead sea turtle Caretta caretta. Dis Aquat Org. 2018;129:31–9."
Microsporidium grylli,2018,"Tokarev YS, Peat KM, Malysh JM, Senderskiy IV. Discovery of a novel microsporidium in laboratory colonies of Mediterranean cricket Gryllus bimaculatus (Orthoptera: Gryllidae): Microsporidium grylli sp. nov. Parasitol Res. 2018;117:2823–9."
Microsporidium phoronidi,2018,"Temereva EN, Sokolova YY. A Microsporidian Infection in Phoronids (Phylum Phoronida): Microsporidium phoronidi n. sp. from a Phoronis embryolabi. Journal of Eukaryotic Microbiology. Wiley; 2018;65:427–31."
Nosema maddoxi,2018,"Hajek AE, Solter LF, Maddox JV, Huang W, Estep AS, Krawczyk G, et al. Nosema maddoxi sp. nov. (Microsporidia, Nosematidae), a Widespread Pathogen of the Green Stink Bug Chinavia hilaris (Say) and the Brown Marmorated Stink Bug Halyomorpha halys (Stål). Journal of Eukaryotic Microbiology. Wiley; 2018;65:315–30."
Nosema rachiplusiae,2018,"Arneodo JD, Sciocco-Cap A. Biological and molecular features of Nosema rachiplusiae sp. n., a microsporidium isolated from the neotropical moth Rachiplusia nu (Guenée) (Lepidoptera: Noctuidae). Parasitol Res. 2018;117:1325–31."
Ovipleistophora arlo,2018,"Stentiford GD, Ross S, Minardi D, Feist SW, Bateman KS, Gainey PA, et al. Evidence for trophic transfer of Inodosporus octospora and Ovipleistophora arlo n. sp. (Microsporidia) between crustacean and fish hosts. Parasitology. Cambridge University Press; 2018;145:1105–17."
Percutemincola moriokae,2018,"Nishikori K, Setiamarga DHE, Tanji T, Kuroda E, Shiraishi H, Ohashi-Kobayashi A. A new microsporidium Percutemincola moriokae gen. nov., sp. nov. from Oscheius tipulae: A novel model of microsporidia–nematode associations. Parasitology. Cambridge University Press; 2018;145:1853–64."
Vairimorpha austropotamobii,2018,"Pretto T, Montesi F, Ghia D, Berton V, Abbadi M, Gastaldelli M, et al. Ultrastructural and molecular characterization of Vairimorpha austropotamobii sp. nov. (Microsporidia: Burenellidae) and Thelohania contejeani (Microsporidia: Thelohaniidae), two parasites of the white-clawed crayfish, Austropotamobius pallipes complex (Decapoda: Astacidae). Journal of Invertebrate Pathology. 2018;151:59–75."
Vairimorpha subcoccinellae,2018,"Baki H, Bekircan Ç. A new microsporidium, Vairimorpha subcoccinellae n. sp. (Microsporidia: Burenellidae), isolated from Subcoccinella vigintiquatuorpunctata L. (Coleoptera: Coccinellidae). Journal of Invertebrate Pathology. 2018;151:182–90."
